;;GENG.ID;ECOLEX.ID;IEA.ID;DocSign;DocForce;DocValidUntilDate;Title;Text;Notes;Download;Type;Ambit;Region;Subject.x;Subject.y;Keywords;Lineage;Sequence;AdoptedIn;Languages;Appendices;Depository;DepositoryURL;Published;Abstract;AbstractText;Website1;Website2;Secretariat;SecretariatURL;UNEP;Supersedes;References;EnabledBy;AmendedBy;Lit;Data;Coded
38;%;MGENG-0038;TRE-000560;IEA-2624;1948-02-26;1948-11-09;NA;Agreement For The Establishment Of The Indo-Pacific Fisheries Commission;http://iea.uoregon.edu/pages/view_treaty.php?t=1948-IndoPacificFisheries.EN.txt&par=view_treaty_html;Still in force | http://treaties.fco.gov.uk/treaties/treatyrecord.htm?tid=2061 | http://www.apfic.org/about.html;No;MEA (Agreement);Regional/restricted; Asia ;FISHS and OCEAN;FISHS; economy and environment  |  fishery management and conservation  |  institution  |  marine fisheries  |  marine resources management  |  standards  |  access-to-information  |  data collection/reporting  |  hazardous substances  |  international relations/cooperation  |  inventory  |  law reform/harmonization/deregulation  |  legal proceedings/administrative proceedings  |  liability/compensation  |  maritime zone  |  marine pollution  |  marine pollution (ship-based sources)  |  public participation  |  research  |  transboundary movement of waste  |  waste disposal ;Asian Pacific Fisheries;100;Baguio;English | French;NA; FAO Food and Agriculture Organization of the UN ;;418 UNTS 348;NA;"
Objectives: To establish the Asia-Pacific Fishery Commission. Summary of provisions: The purpose of the Commission is to promote the full and proper utilisation of living aquatic resources (art. IV). Its responsibilities are to, inter alia, increase the efficiency and sustainable productivity of fisheries and aquaculture, co-ordinate and develop training in all aspects of fisheries, disseminate information, and keep under review fishing and aquaculture industries. It is to co-operate with other international bodies of mutual interest. A report embodying its views, recommendations and decisions is to be transmitted to the Director-General of the FAO (art. V). Institutional mechanisms: The Commission is established within the framework of the Food and Agriculture Organisation (FAO). It is to be composed of an Executive Committee (art. III) and of other necessary committees.
"; www.apfic.org/ ;http://www.fao.org/fileadmin/user_upload/legal/docs/001t-e.pdf;APFIC Secretariat;http://www.apfic.org/;NA;NA;NA;NA;19521109|19551014|19581206|19611120|19771100|19941100|19970600;TRUE;NA;TRUE
39;%;MGENG-0039;TRE-000498;NA;1948-03-06;1958-03-17;NA;Convention On The International Maritime Organization;NA;Still in force | https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XII-1&chapter=12&lang=en | http://www.imo.org/en/About/Membership/Pages/MemberStates.aspx;No;NA;Global;;OCEAN;NA; data collection/reporting  |  institution  |  international organization  |  marine pollution (ship-based sources)  |  navigation  |  marine resources management  |  maritime zone ;NA;NA;Geneva;English | French | Spanish;NA; UN United Nations ;;TIAS 4044 UKTS No. 54 (1958) Cmnd.589 9 UST 621 BGBl. 1965 II 313;NA;Objectives: To establish the International Maritime Organisation. Summary of provisions: Parties agree that the purpose of the International Maritime Organisation is to, inter alia, provide machinery for co-operation amongst Governments with a view to adopting the highest practicable standards in matters concerning maritime safety, efficiency of navigation and the prevention and control of marine pollution from ships (art. 1). Parties further agree that the functions of the Organisation are consultative and advisory (art. 2) and that it is to provide for the drafting of conventions, agreements, or other suitable instruments, and convene such conferences as may be necessary (art. 3). Parts IV to X provide for the functioning of the Organisation's organs. The Organisation is established as a specialised agency of the United Nations in accordance with article 57 of the Charter of the United Nations (Part XIV). Institutional mechanisms: The International Maritime Organisation is established and consists of an Assembly, a Council, a Maritime Safety Committee, a Legal Committee, a Marine Environment Protection Committee, and a Secretariat (art. 12).; www.un.org ;NA;NA;NA;NA;NA;NA;NA;19640915|19650928|19741017|19751114|19771117|19791115|19911107|19931104;FALSE;FALSE;FALSE
40;;MGENG-0040;TRE-000555;NA;1948-08-18;1949-05-11;NA;Convention Concerning The Regime Of Navigation On The Danube;NA;NA;No;NA;Regional/restricted;;WATER;NA; basin  |  data collection/reporting  |  estuaries  |  harbour  |  hygiene/sanitary procedures  |  navigation  |  river basin institution  |  transshipment  |  waterworks ;NA;NA;Belgrade;French | Russian;NA; Serbia ;;33 UNTS 181;NA;Objectives: To establish a regime of navigation on the Danube. Summary of provisions: The Convention provides for free and open navigation on the Danube for nationals and vessels of all States (art. 1). The Danubian States undertake to maintain their sections of the Danube in a navigable condition, to carry out the works necessary for the maintenance and improvement of navigation conditions, and not to obstruct or hinder navigation (art. 3). Regulations on navigation are to be established by Special River Administrations for special sections of the Danube and elsewhere by the respective Danubian States having regard to the basic provisions provided in the Convention (art. 23). Corps of pilots are to be established under the Administrations, to pilot vessels on the lower Danube and in the Iron Gates section (art. 31). Procedures for defraying the cost of maintenance of navigation are provided in chapter IV. Institutional mechanisms: A Danube Commission is established, with extensive functions defined under article 8. A Special River Administration is established in the lower Danube, as well as a Special Administration of the Iron Gates, for the execution of hydraulic engineering works and regulation of navigation in both sectors (art. 20 and 21).;"
www.danubecommission.org/index.php/de_DE/convention
";NA;NA;NA;NA;NA;NA;NA;19480818|19980326|19980326;FALSE;FALSE;FALSE
41;;MGENG-0041;NA;IEA-2625;1949-02-08;1950-07-03;NA;International Convention For The Northwest Atlantic Fisheries;http://iea.uoregon.edu/pages/view_treaty.php?t=1949-NorthwestAtlanticFisheries.EN.txt&par=view_treaty_html;NA;No;MEA (Agreement);NA;NA;NA;FISHS;NA;Northwest Atlantic Fisheries;100;NA;NA;NA;NA;;NA;NA;NA;NA;NA;Northwest Atlantic Fisheries Organization;http://www.nafo.int/;NA;NA;NA;NA;NA;NA;TRUE;NA
42;%;MGENG-0042;TRE-000092;IEA-2627;1949-05-31;1950-03-03;NA;Convention For The Establishment Of An Inter-American Tropical Tuna Commission;http://iea.uoregon.edu/pages/view_treaty.php?t=1949-InterAmericanTropicalTuna.EN.txt&par=view_treaty_html;Still in force | http://www.state.gov/documents/organization/92119.pdf | http://www.iattc.org/HomeENG.htm;No;MEA (Agreement);Regional/restricted; North America  |  Latin America and the Caribbean  |  Central America  |  East Pacific  |  North-East Pacific  |  South America  |  Arctic  |  North Atlantic  |  South-Eastern Pacific  |  Amazonia ;FISHS;FISHS and OCEAN; data collection/reporting  |  EIA  |  fishery management and conservation  |  institution  |  marine fisheries  |  marine fishes  |  monitoring  |  research  |  total allowable catch ;Inter-American Tropical Tuna;100;Washington D.C.;English | Spanish;NA; United States of America ;http://www.state.gov/documents/organization/92119.pdf;80 UNTS 3 $ 1 UTS 230 JO France 19750828 TIAS 2044 4 Bevans 845;NA;"Objectives: To maintain populations of yellow fin and skipjack tuna in the eastern Pacific Ocean to permit maximum sustained caches year after year. Summary of provisions: (a)	An Inter-American Tropical Tuna Commission established (art. 1); (b)	The Commission to investigate the abundance, biology and ecology of the tuna, and of fishes used as bait in tuna fisheries, collect and analyse information, publish such information and make recommendations for joint action by the parties to maintain tuna stock (art. 2). (Source: UNEP Register of International Treaties and Other Agreements in the Field of the Environment, 2005)"; www.iattc.org/HomeENG.htm ;NA;Inter-American Tropical Tuna Commission;http://www.iattc.org/;http://iea.uoregon.edu/page.php?query=unep_register&page=13&agreement=Convention For The Establishment Of An Inter-American Tropical Tuna Commission (signed: 1949-05-31);NA;NA;NA;19990611;TRUE;TRUE;TRUE
43;;MGENG-0043;TRE-000153;NA;1949-09-19;1952-03-26;NA;Convention On Road Traffic;NA;NA;No;NA;Global;;ATMOS;NA; air pollution (stationary sources)  |  emissions  |  noise emission  |  vehicle noise ;NA;NA;Geneva;English | French;NA; UN United Nations ;;125 UNTS 22 $ UKTS No.49 (1958) Cmd.578 3 UST 3008 TIAS 2487 4 Bevans 858;NA;"
Relates to international road traffic and endeavours to simplify customs, police,health and other requirements. Every motor vehicle is required to have a silencer and equipment to prevent the emission of noxious gases and odours.
";NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
44;%;MGENG-0044;TRE-000128;IEA-2630;1949-09-24;1952-02-20;NA;Agreement For The Establishment Of A General Fisheries Council For The Mediterranean;http://iea.uoregon.edu/pages/view_treaty.php?t=1949-FisheriesCouncilMediterranean.EN.txt&par=view_treaty_html;Still in force | http://www.fao.org/gfcm/background/about/en/ | https://treaties.un.org/pages/showDetails.aspx?objid=08000002801534fa;No;MEA (Agreement);Regional/restricted;;FISHS and OCEAN;FISHS and OCEAN; data collection/reporting  |  harbour  |  hazardous waste  |  international organization  |  marine pollution  |  marine pollution (dumping at sea)  |  marine pollution (land-based sources)  |  monitoring  |  policy/planning  |  radioactive pollution  |  transboundary movement of waste  |  transport/storage  |  vessel ownership  |  waste disposal ;General Fisheries Commission for the Mediterranean;100;Rome;English | French | Spanish;NA; FAO Food and Agriculture Organization of the UN ;;490 UNTS 444;NA;"Objectives: The development and proper utilization of the resources of the Mediterranean and contiguous waters through international cooperation. Summary of provisions: (a)	A General Fisheries Council for the Mediterranean established, within the framework of FAO (art. 1); (b)	The Council to encourage and coordinate research, to undertake research, to publish information, and to propose measures regarding standardization of equipment, techniques and nomenclature, and the development and proper utilization of aquatic resources.(Source: UNEP Register of International Treaties and Other Agreements in the Field of the Environment, 2005)"; www.fao.org/fishery/en ;NA;General Fisheries Commission For The Mediterranean;http://www.gfcm.org/gfcm/en;http://iea.uoregon.edu/page.php?query=unep_register&page=15&agreement=Agreement For The Establishment of a General Fisheries Council for the Mediterranean (signed: 1949-09-24);NA;NA;NA;19630500|19760700|19971104|19971100;TRUE;TRUE;NA
45;;MGENG-0045;TRE-000493;IEA-2631;1950-04-08;1950-04-08;NA;Protocol To Establish A Tripartite Standing Committee On Polluted Waters;http://iea.uoregon.edu/pages/view_treaty.php?t=1950-Protocol-1950-TripartiteStandingCommitteePollutedWaters.EN.txt&par=view_treaty_html;NA;No;MEA (Protocol);Regional/restricted; Europe ;WATER;WATER;;Tripartite Standing Committee on Polluted Waters;100;Brussels;French;NA;NA;;66 UNTS 285;NA;"
Objectives: To establish a Tripartite Standing Committee on Polluted Waters. Summary of provisions: The function of the Committee is to address the problem of water pollution which requires detailed technical studies. Pollution factors are to be identified and technical opinions collected and communicated, through the joint technical sub-committee, to the Standing Committee. Institutional mechanisms: A Tripartite Standing Committee on Polluted Waters is established, with a joint technical sub-committee for the Espierre.
";NA;NA;Tripartite Standing Committee on Polluted Waters;Inactive according to Union of International Associations;NA;NA;NA;NA;NA;NA;NA;NA
46;;MGENG-0046;TRE-000066;NA;1950-10-18;1963-01-17;NA;International Convention For The Protection Of Birds;NA;NA;No;NA;Regional/restricted; Europe  |  Arctic ;WASTE;NA; birds  |  endangered species  |  hunting gear/hunting methods  |  hunting/capture  |  management/conservation  |  migratory species  |  protected animal species  |  protected area  |  protection of habitats  |  stock enhancement/repopulation  |  wildlife products ;NA;NA;Paris;French;NA;France ;;638 UNTS 185 $ AS 1955, 1036 $;NA;"Objectives: To protect birds in their wild state, considering that in the interests of science, the protection of nature and the economy of each nation, all birds should as a matter of principle be protected.
|
Summary of provisions: In general, protection is to be given to all birds during the breeding season, to migrants during their flight to their breeding grounds, and to endangered species throughout the year (art. 2). In general, the taking of eggs, shells and young birds is to be prohibited (art. 4). Certain methods of hunting birds are to be prohibited or restricted, e.g. snares, nets, poisoned bait, blinded decoy birds, motor boats and motor vehicles (art. 5). A species found to be a pest in a region may be excepted from protection (art. 6). Exceptions may also be made in the interests of science and education (art. 7). Each party undertakes to draw up lists of birds that may be lawfully taken or killed in compliance with this Convention (art. 8). Parties agree to take measures to prevent destruction of birds by water pollution, electric cables, insecticides and poisons, and to educate children and the public in the need for protection of birds (art. 10). Parties are to establish reserves for breeding birds (art. 11).
|
(Source: IUCN ELC, 08.2005, based on UNEP Register of International Treaties and Other Agreements in the Field of the Environment, 1996)";www.admin.ch/ch/d/sr/0_922_72/index.html;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
47;%;MGENG-0047;NA;IEA-2634;1951-04-18;1953-11-01;NA;Convention For The Establishment Of The European And Mediterranean Plant Protection Organization;http://iea.uoregon.edu/pages/view_treaty.php?t=1951-EuropeanMediterraneanPlantProtection.EN.txt&par=view_treaty_html;Still in force | http://www.eppo.int/ABOUT_EPPO/about_eppo.htm;No;MEA (Agreement);NA;NA;NA;OCEAN;NA;European Plant Protection;100;NA;NA;NA;NA;;NA;NA;NA;NA;NA;European and Mediterranean Plant Protection Organization (EPPO);http://www.eppo.org/;http://iea.uoregon.edu/page.php?query=unep_register&page=20&agreement=Convention For The Establishment Of The European And Mediterranean Plant Protection Organization (signed: 1951-04-18);NA;NA;NA;NA;NA;NA;NA
48;;MGENG-0048;NA;IEA-2637;1952-01-31;1952-02-08;NA;Exchange Of Notes Constituting An Agreement Between The United States Of America, Canada And Japan Relating To Scientific Investigations Of The Fur Seals In The North Pacific Ocean;http://iea.uoregon.edu/pages/view_treaty.php?t=1952-ExchangeOfNotesFurSealsScientificInvestigation.EN.txt&par=view_treaty_html;NA;No;MEA (Agreement);NA;NA;NA;OCEAN;NA;North Pacific Fur Seals;900;NA;NA;NA;NA;;NA;NA;NA;NA;NA;North Pacific Fur Seal Commission;Secretariat went out of Existence;NA;NA;NA;NA;NA;TRUE;TRUE;NA
49;%;MGENG-0049;TRE-000475;IEA-2638;1952-03-07;1953-01-26;NA;Agreement Concerning Measures For The Protection Of The Stocks Of Deep Sea Prawns (Pandalus Borealis), European Lobsters (Homarus Vulgaris), Norway Lobsters (Nephrops Norvegicus) And Crabs (Cancer Pagurus);http://iea.uoregon.edu/pages/view_treaty.php?t=1952-PrawnsLobstersCrabs.EN.txt&par=view_treaty_html;Still in force |  www.lovdata.no/traktater/index.html ;No;MEA (Agreement);Regional/restricted; Europe ;FISHS;FISHS and OCEAN; crustaceans  |  institution  |  marine resources management  |  mesh  |  protected animal species  |  protection of species  |  research  |  size ;Prawns Lobsters Crabs;100;Oslo;Norwegian;NA;Norway ;;175 UNTS 205 $;NA;"Objectives: To protect the stocks of four species of crustacea. Summary of provisions: (a)	Covers only the sea lying between Denmark, Sweden and Norway (art. 1); (b)	Size of mesh of nets and minimum size of crustaceans to be caught are regulated (arts. 2, ,3 ,4); (c)	The provisions of articles 2,3 and 4 do not apply to fishery research (art. 5). (Source: UNEP Register of International Treaties and Other Agreements in the Field of the Environment, 2005)"; www.lovdata.no/traktater/index.html ;NA;Danish Norwegian Swedish Crustaceans Commission;Secretariat went out of Existence;http://iea.uoregon.edu/page.php?query=unep_register&page=30&agreement=Agreement Concerning Measures For The Protection Of The Stocks Of Deep Sea Prawns (Pandalus Borealis), European Lobsters (Homarus Vulgaris), Norway Lobsters (Nephrops Norvegicus) And Crabs (Cancer Pagurus) (signed: 1952-03-07);NA;NA;NA;19591014;NA;TRUE;TRUE
50;;MGENG-0050;NA;IEA-2639;1952-05-09;1953-06-12;NA;International Convention For The High Seas Fisheries Of The North Pacific Ocean;http://iea.uoregon.edu/pages/view_treaty.php?t=1952-NorthPacificHighSeasFisheries.EN.txt&par=view_treaty_html;NA;No;MEA (Agreement);NA;NA;NA;FISHS and OCEAN;NA;North Pacific Ocean Fisheries;100;NA;NA;NA;NA;;NA;NA;NA;NA;NA;International North Pacific Fisheries Commission;http://www.npafc.org/new/ipnfc.html;http://iea.uoregon.edu/page.php?query=unep_register&page=31&agreement=International Convention For The High Seas Fisheries Of The North Pacific Ocean (signed: 1952-05-09);NA;NA;NA;NA;TRUE;TRUE;TRUE
51;;MGENG-0051;NA;IEA-2640;1952-05-09;1953-06-12;NA;Protocol Amending The International Convention For The High Seas Fisheries Of The North Pacific Ocean;http://iea.uoregon.edu/pages/view_treaty.php?t=1952-Protocol-1952-NorthPacificHighSeasFisheries.EN.txt&par=view_treaty_html;NA;No;MEA (Protocol);NA;NA;NA;FISHS and OCEAN;NA;North Pacific Ocean Fisheries;101;NA;NA;NA;NA;;NA;NA;NA;NA;NA;International North Pacific Fisheries Commission;http://www.npafc.org/new/ipnfc.html;NA;NA;NA;NA;NA;TRUE;TRUE;NA
52;;MGENG-0052;TRE-000504;NA;1952-05-10;1955-09-14;NA;International Convention On Certain Rules Concerning Civil Jurisdiction In Matters Of Collision;NA;NA;No;NA;Global;;OCEAN;NA; jurisdictional competence  |  navigation  |  law reform/harmonization/deregulation  |  legal proceedings/administrative proceedings  |  standards ;NA;NA;Brussels;English | French;NA; Belgium ;;BGBl. 1972 II 653, 655 JO France 19580114,p.517 UKTS No. 47 (1960) Cmnd. 1128;NA;Objectives: To establish certain uniform rules relating to civil jurisdiction in matters of collision. Summary of provisions: Parties agree that action for collision occurring between seagoing vessels, or between seagoing vessels and inland navigation craft, is only to be introduced before Courts which have jurisdiction under this Convention and according to art. 1 and 2. The Convention also applies to actions for damage caused by one ship to another or to the property or persons on board such ships (art. 4), and it shall apply as regards all persons interested when all vessels concerned in any action belong to States of the High Contracting Parties (art. 8). Other provisions deal with collision in which two or more vessels are involved, claims arising from contracts of carriage or any other form of contracts, and counterclaims (art. 3 and 6).;"
diplomatie.belgium.be/nl/Verdragen/Belgie_als_depositaris/
";NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
53;;MGENG-0053;NA;IEA-4708;1952-07-15;1953-06-13;NA;Minimum Mesh Regulation For Haddock Fishery In Sub-area 5 Of The Area Covered By The International Convention For The Northwest Atlantic Fisheries;http://iea.uoregon.edu/pages/view_treaty.php?t=1952-MeshRegulation-1949-NorthwestAtlanticFisheries.EN.txt&par=view_treaty_html;NA;No;MEA (Amendment);NA;NA;NA;FISHS;NA;Northwest Atlantic Fisheries;100,01;NA;NA;NA;NA;;NA;NA;NA;NA;NA;Northwest Atlantic Fisheries Organization;http://www.nafo.int/;NA;NA;NA;NA;NA;NA;TRUE;NA
