"IEA# (click for add'l info)","Inclusion","Signature Year","Signature Date","Date IEA entered into force","Treaty Name","Treaty Text","Members","Agreement Type (level 2)","Lineage","Sequence in lineage","Data","Articles, etc.","Secretariat","UNEP Info"
"2592","MEA","1897","1897-02-23","1897-06-04","Convention Between Russia And Sweden And Norway Regulating The Salmon Fishery In The Tornea","Treaty Text**","Members","Agreement","Tornea Salmon","100.000","Data","Lit","No known secretariat",""
"3570","MNA","1897","1897-03-19","1899-10-31","International Sanitary Convention For Preventing The Introduction And Spread Of The Plague","Treaty Text**","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"29","BEA","1897","1897-05-15","1897-05-19","Agreement Between Portugal And Spain Respecting Fishing In The River Mino","","Members","Agreement","River Miño","100.000","Data","Lit","Secretariat not yet identified",""
"4063","BEN","1897","1897-05-15","","Regulations for Fishing in the Mino River, drawn up by a mixed Spanish-Portuguese Commission pursuant to Article 5 of Appendix 6 to the Treaty of Commerce and Navigation between Spain and Portugal of 27.3.1893","","Members","Resolution","Spanish Fishing Access","400.010","Data","Lit","No known secretariat",""
"30","BEA","1897","1897-07-03","1898-01-01","Convention Between The Grand Duchy Of Baden And Switzerland Concerning Fishing In Lower Lake Constance And The Rhine, With Regulations","","Members","Agreement","Rhine - Lake Constance Fishing","800.000","Data","Lit","Secretariat not yet identified",""
"4690","MEA","1897","1897-11-06","2999-01-01","Convention for the preservation of the fur seal and sea otter in the North Pacific Ocean and Bering Sea","Treaty Text**","Members","Agreement","North Pacific Fur Seals","500.000","Data","Lit","North Pacific Fur Seal Commission",""
"31","BEA","1897","1897-12-18","","Convention Concerning Hunting On Lake Constance And The Rhine","","Members","Agreement","Lake Constance Hunting","100.000","Data","Lit","Secretariat not yet identified",""
"4065","BEA","1899","1899-07-14","1899-11-10","Convention between Denmark and Sweden concerning Fisheries in the Sound","","Members","Agreement","Denmark/Sweden Fisheries in the Sound","100.000","Data","Lit","No known secretariat",""
"4285","MEA","1899","1899-10-02","2899-01-01","Amendments on the Transport Of Corrosive Substances to Protocol 18 of the 1868 Revised Convention on the Navigation of the Rhine","Treaty Text**","Members","Amendment","Rhine Pollution","100.030","Data","Lit","Central Commission for Navigation on the Rhine",""
"2593","MEA","1900","1900-05-11","1900-07-01","Convention Between The Riverine States Of The Rhine Respecting Regulations Governing The Transport Of Corrosive And Poisonous Substances (Amendments to Annex B of Protocol 34 of 1868 Revised Convention On The Navigation Of The Rhine)","Treaty Text**","Members","Amendment","Rhine Pollution","100.040","Data","Lit","Central Commission for Navigation on the Rhine",""
"2594","MEA","1900","1900-05-19","2999-01-01","Convention Designed To Ensure The Conservation Of Various Species Of Wild Animals In Africa, Which Are Useful To Man Or Inoffensive","Treaty Text**","Members","Agreement","African Wild Animals","100.000","Data","Lit","No known secretariat",""
"32","BEA","1901","1901-02-22","1902-03-15","Convention Between Roumania And Russia Concerning Fishing In The Danube And The Pruth","","Members","Agreement","Danube Fishing","100.000","Data","Lit","International Commission for Agreement on the Danube Fishing (formerly Joint Danube Fishery Commission)",""
"33","BEA","1901","1901-06-24","","Convention Between The Governments Of Denmark And The United Kingdom Of Great Britain And Northern Ireland For Regulating The Fisheries Of Their Respective Subjects Outside Territorial Waters In The Ocean Surrounding The Faroe Islands","","Members","Agreement","Denmark-UK Faroe Fisheries","100.000","Data","Lit","Secretariat not yet identified",""
"1285","BEN","1901","1901-09-24","","Exchange Of Notes Modifying The Agreement Between Portugal And Spain Respecting Fishing In The River Mino","","Members","Exchange of Notes","River Miño","101.000","Data","Lit","Secretariat not yet identified",""
"34","BEA","1901","1901-11-29","1902-10-25","Convention Between Roumania And Bulgaria Concerning Measures To Be Taken For The Conservation And Exploitation Of Fishing In The Danubian Waters","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"4067","MEN","1902","0000-00-00","","International Council for the Exploration of the Sea","","Members","Commission","Not Yet Assigned","100.000","","","No known secretariat",""
"35","BEA","1902","1902-01-15","1902-05-14","Convention Between Roumania And Serbia Concerning The Exploitation And Conservation Of Fisheries In That Part Of The Danube That Forms Their Common Border","","Members","Agreement","Danube Fishing","100.000","Data","Lit","International Commission for Agreement on the Danube Fishing (formerly Joint Danube Fishery Commission)",""
"2229","BuN","1902","1902-03-18","","Exchange Of Notes Between Great Britain And Ethiopia","","Members","Exchange of Notes","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"2595","MEA","1902","1902-03-19","1905-12-06","Convention For The Protection Of Birds Useful To Agriculture","Treaty Text**","Members","Agreement","Birds Useful to Agriculture","100.000","Data","Lit","No known secretariat",""
"4066","BEA","1902","1902-04-23","","Convention between Denmark and Sweden concerning Fisheries in the Sound","","Members","Agreement","Denmark/Sweden Fisheries in the Sound","200.000","Data","Lit","No known secretariat",""
"2596","MEA","1902","1902-09-04","1903-04-01","Convention Relative To The Carriage Of Inflammable Substances On The Rhine Between Alsace-Lorraine, Baden, Bavaria, Hesse, The Netherlands And Prussia","Treaty Text**","Members","Agreement","Rhine Pollution","300.000","Data","Lit","International Commission for the Protection of the Rhine",""
"1286","BEN","1903","1903-01-14","","Exchange Of Letters Between Denmark And Sweden-Norway Relative To The Exploration Of The Northern Seas","","Members","Exchange of Notes","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"36","BEA","1903","1903-01-31","","Convention Between Hungary And Roumania For The Conservation And Exploitation Of The Danube Fisheries","","Members","Agreement","Danube Fishing","100.000","Data","Lit","International Commission for Agreement on the Danube Fishing (formerly Joint Danube Fishery Commission)",""
"3704","MuA","1903","1903-07-28","1903-07-28","Convention For The Establishment Of An International Seismological Association","","Members","Agreement","Not Yet Assigned","100.000","","","International Seismological Association",""
"3571","MNA","1903","1903-12-03","1908-11-30","International Sanitary Convention On Cholera And The Plague","Treaty Text**","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"1287","BEN","1904","1904-02-20","1904-02-20","Exchange Of Notes Modifying The Agreement Between Portugal And Spain Respecting Fishing In The River Mino","","Members","Exchange of Notes","River Miño","102.000","Data","Lit","Secretariat not yet identified",""
"1809","BuA","1904","1904-02-23","","Final Working Agreement Relative To The Sirhind Canal Between Great Britain And Patiala, Jind And Nabha","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"37","BEA","1904","1904-03-09","1905-02-01","Convention Concerning The Regulation Of Fishing On Lac Leman And In The Border Waters","","Members","Agreement","Lac Leman Fishing","100.000","Data","Lit","Secretariat not yet identified",""
"4068","BEA","1904","1904-04-08","","Treaty between Britain and France concerning Access Rights to the American North Atlantic","","Members","Agreement","UK/France Access Rights to American North Atlantic","700.000","Data","Lit","No known secretariat",""
"4069","BEA","1905","1905-04-07","","Agreement between Britain and France concerning New Foundland Fisheries","","Members","Agreement","Newfoundland Fisheries","200.000","Data","Lit","No known secretariat",""
"4667","MEA","1905","1905-05-24","2899-01-01","Convention modifying the Convention Relative To The Carriage Of Inflammable Substances On The Rhine","Treaty Text**","Members","Amendment","Rhine Pollution","301.000","Data","Lit","Central Commission for Navigation on the Rhine",""
"1810","BuA","1905","1905-10-26","1905-10-25","Convention Concerning Common Waterways Of Norway And Sweden","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"4070","BEA","1906","1906-02-11","","Treaty between Italy and Austria-Hungary concerning Commerce and Navigation on the Dalmatian Coast","","Members","Agreement","Dalmation Coast Commerce","400.000","Data","Lit","No known secretariat",""
"1643","BNA","1906","1906-03-24","1906-05-25","Convention Between Switzerland And Italy Regulating The Sanitary Police Service At The International Station Of Domodossola","","Members","Agreement","Not Yet Assigned","100.000","","","No known secretariat",""
"1811","BuA","1906","1906-05-09","","Agreement Modifying The Agreement Signed At Brussels 12 May 1894","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"38","BEA","1906","1906-05-21","1907-01-16","Convention Between The United States of America And Mexico Concerning The Distribution Of Waters Of The Rio Grande","Treaty Text**","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"4071","BEA","1906","1906-06-09","","Treaty between France and Spain concerning the River Bidassoa","","Members","Agreement","Bidassoa","500.000","Data","Lit","Secretariat not yet identified",""
"39","BEA","1906","1906-06-13","1907-02-01","Convention Between Switzerland And Italy Establishing Uniform Regulations Concerning Fishing In The Border Waterways","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"4072","BEA","1906","1906-07-14","","Treaty between Italy and Egypt concerning Access Rights to Egyptian Waters","","Members","Agreement","Not Yet Assigned","100.000","","","No known secretariat",""
"1288","BEN","1906","1906-10-08","1908-10-08","Exchange Of Notes Between Great Britain And The United States For The Establishment Of A Modus Vivendi With Regard To The Fishery, Off The Coast Of Newfoundland","","Members","Exchange of Notes","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"1812","BuA","1906","1906-10-19","","Agreement Between Great Britain And France","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"40","BEA","1907","1907-01-15","","Amendments To The Convention Concerning Hunting On Lake Constance And The Rhine","","Members","Agreement","Lake Constance Hunting","100.010","Data","Lit","Secretariat not yet identified",""
"1644","BNA","1907","1907-05-02","","Convention On Cholera Between The German Reich And Russia","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"41","BuA","1907","1907-07-28","1907-07-28","Treaty between Japan and Russia concerning Access Rights to Siberia","","Members","Agreement","Japan/Russia Access Rights to Siberia","100.000","Data","Lit","No known secretariat",""
